flight_date,flight_status,departure.iata,departure.scheduled,arrival.iata,arrival.scheduled,flight.number,aircraft
2023-12-08,scheduled,IDR,2023-12-08T00:50:00+00:00,DXB,2023-12-08T03:15:00+00:00,257,
2023-12-08,scheduled,DPS,2023-12-08T02:15:00+00:00,SOQ,2023-12-08T06:20:00+00:00,686,
2023-12-08,scheduled,LAU,2023-12-08T00:01:00+00:00,MYD,2023-12-08T16:15:00+00:00,51,
2023-12-08,scheduled,BAH,2023-12-08T00:05:00+00:00,ISB,2023-12-08T05:25:00+00:00,770,
2023-12-08,scheduled,KUL,2023-12-08T01:45:00+00:00,DXB,2023-12-08T05:05:00+00:00,6355,
2023-12-08,scheduled,KUL,2023-12-08T02:10:00+00:00,PVG,2023-12-08T07:40:00+00:00,8620,
2023-12-08,scheduled,KUL,2023-12-08T02:15:00+00:00,MNL,2023-12-08T06:10:00+00:00,5912,
2023-12-08,scheduled,KUL,2023-12-08T02:15:00+00:00,JED,2023-12-08T06:20:00+00:00,5881,
2023-12-08,scheduled,KUL,2023-12-08T04:10:00+00:00,CSX,2023-12-08T09:05:00+00:00,5050,
2023-12-08,scheduled,HMA,2023-12-08T01:20:00+00:00,CEK,2023-12-08T03:50:00+00:00,117,
2023-12-08,scheduled,KUL,2023-12-08T04:30:00+00:00,MCT,2023-12-08T07:25:00+00:00,446,
2023-12-08,scheduled,TPE,2023-12-08T04:20:00+00:00,HKG,2023-12-08T06:10:00+00:00,4569,
2023-12-08,scheduled,TPE,2023-12-08T04:30:00+00:00,KIX,2023-12-08T08:00:00+00:00,5148,
2023-12-08,scheduled,TPE,2023-12-08T04:40:00+00:00,CAN,2023-12-08T06:55:00+00:00,7936,
2023-12-08,scheduled,TPE,2023-12-08T04:55:00+00:00,SZX,2023-12-08T08:40:00+00:00,7316,
2023-12-08,scheduled,AKL,2023-12-08T09:15:00+00:00,OOL,2023-12-08T09:50:00+00:00,187,
2023-12-08,cancelled,AKL,2023-12-08T09:10:00+00:00,NSN,2023-12-08T10:40:00+00:00,5069,
2023-12-08,scheduled,AKL,2023-12-08T09:25:00+00:00,BHE,2023-12-08T10:55:00+00:00,5203,
2023-12-08,scheduled,AKL,2023-12-08T09:35:00+00:00,NAN,2023-12-08T11:40:00+00:00,952,
2023-12-08,scheduled,XIY,2023-12-08T04:40:00+00:00,CGO,2023-12-08T05:45:00+00:00,4105,
2023-12-08,scheduled,XIY,2023-12-08T05:00:00+00:00,PRG,2023-12-08T09:00:00+00:00,7829,
2023-12-08,cancelled,RUH,2023-12-08T00:05:00+00:00,DMM,2023-12-08T01:10:00+00:00,425,
2023-12-08,scheduled,RUH,2023-12-08T00:05:00+00:00,DXB,2023-12-08T03:00:00+00:00,592,
2023-12-08,scheduled,ROT,2023-12-08T09:35:00+00:00,AKL,2023-12-08T10:20:00+00:00,4500,
2023-12-08,scheduled,KKE,2023-12-08T09:50:00+00:00,AKL,2023-12-08T10:35:00+00:00,8267,
2023-12-08,scheduled,AKL,2023-12-08T08:30:00+00:00,KKE,2023-12-08T09:20:00+00:00,8524,
2023-12-08,scheduled,AKL,2023-12-08T08:30:00+00:00,KKE,2023-12-08T09:20:00+00:00,4388,
2023-12-08,scheduled,VLI,2023-12-08T07:00:00+00:00,NUS,2023-12-08T08:00:00+00:00,212,
2023-12-08,scheduled,VLI,2023-12-08T06:30:00+00:00,NOU,2023-12-08T08:05:00+00:00,64,
2023-12-08,scheduled,VLI,2023-12-08T06:30:00+00:00,NOU,2023-12-08T08:05:00+00:00,3231,
2023-12-08,scheduled,KKE,2023-12-08T09:50:00+00:00,AKL,2023-12-08T10:35:00+00:00,6076,
2023-12-08,scheduled,DRW,2023-12-08T06:35:00+00:00,DIL,2023-12-08T07:25:00+00:00,510,
2023-12-08,scheduled,DRW,2023-12-08T06:30:00+00:00,ASP,2023-12-08T08:35:00+00:00,1958,
2023-12-08,scheduled,DRW,2023-12-08T06:10:00+00:00,ADL,2023-12-08T10:55:00+00:00,1951,
2023-12-08,scheduled,DRW,2023-12-08T06:10:00+00:00,ADL,2023-12-08T10:55:00+00:00,7463,
2023-12-08,scheduled,DRW,2023-12-08T06:10:00+00:00,ADL,2023-12-08T10:55:00+00:00,5123,
2023-12-08,scheduled,DRW,2023-12-08T06:00:00+00:00,PKT,2023-12-08T07:01:00+00:00,,
2023-12-08,scheduled,DRW,2023-12-08T05:45:00+00:00,GTS,2023-12-08T08:25:00+00:00,4801,
2023-12-08,scheduled,DRW,2023-12-08T05:45:00+00:00,GTE,2023-12-08T07:25:00+00:00,414,
2023-12-08,scheduled,DUD,2023-12-08T09:45:00+00:00,AKL,2023-12-08T11:35:00+00:00,4754,
2023-12-08,scheduled,DUD,2023-12-08T09:45:00+00:00,AKL,2023-12-08T11:35:00+00:00,676,
2023-12-08,scheduled,MCT,2023-12-08T01:00:00+00:00,BKK,2023-12-08T10:00:00+00:00,461,
2023-12-08,scheduled,MCT,2023-12-08T00:55:00+00:00,AUH,2023-12-08T02:10:00+00:00,7116,
2023-12-08,scheduled,MCT,2023-12-08T00:50:00+00:00,DXB,2023-12-08T02:00:00+00:00,50,
2023-12-08,scheduled,MCT,2023-12-08T00:50:00+00:00,DXB,2023-12-08T02:00:00+00:00,2342,
2023-12-08,scheduled,MCT,2023-12-08T00:35:00+00:00,BOM,2023-12-08T04:45:00+00:00,986,
2023-12-08,scheduled,MCT,2023-12-08T00:35:00+00:00,KHI,2023-12-08T03:15:00+00:00,511,
2023-12-08,scheduled,MCT,2023-12-08T00:35:00+00:00,KHI,2023-12-08T03:15:00+00:00,5174,
2023-12-08,scheduled,MCT,2023-12-08T00:15:00+00:00,KHI,2023-12-08T02:55:00+00:00,3310,
2023-12-08,scheduled,MCT,2023-12-08T00:10:00+00:00,PEW,2023-12-08T03:45:00+00:00,597,
2023-12-08,scheduled,WYA,2023-12-08T07:25:00+00:00,ADL,2023-12-08T08:15:00+00:00,7553,
2023-12-08,scheduled,WYA,2023-12-08T07:25:00+00:00,ADL,2023-12-08T08:15:00+00:00,2068,
2023-12-08,scheduled,MCY,2023-12-08T06:15:00+00:00,SYD,2023-12-08T09:00:00+00:00,7117,
2023-12-08,scheduled,MCY,2023-12-08T07:00:00+00:00,CNS,2023-12-08T09:20:00+00:00,583,
2023-12-08,scheduled,TWB,2023-12-08T06:30:00+00:00,MCY,2023-12-08T06:56:00+00:00,,
2023-12-08,scheduled,LIF,2023-12-08T07:20:00+00:00,GEA,2023-12-08T08:00:00+00:00,202,
2023-12-08,scheduled,BLR,2023-12-08T02:35:00+00:00,PNQ,2023-12-08T04:05:00+00:00,6876,
2023-12-08,scheduled,BLR,2023-12-08T02:35:00+00:00,PNQ,2023-12-08T04:05:00+00:00,8872,
2023-12-08,scheduled,BLR,2023-12-08T02:35:00+00:00,BOM,2023-12-08T04:30:00+00:00,472,
2023-12-08,scheduled,BLR,2023-12-08T01:55:00+00:00,CDG,2023-12-08T08:40:00+00:00,191,
2023-12-08,scheduled,BLR,2023-12-08T01:55:00+00:00,CDG,2023-12-08T08:40:00+00:00,2289,
2023-12-08,scheduled,OOL,2023-12-08T06:40:00+00:00,CNS,2023-12-08T09:05:00+00:00,5856,
2023-12-08,scheduled,OOL,2023-12-08T06:30:00+00:00,TSV,2023-12-08T08:40:00+00:00,1521,
2023-12-08,scheduled,OOL,2023-12-08T07:00:00+00:00,MQL,2023-12-08T11:00:00+00:00,,
2023-12-08,scheduled,OOL,2023-12-08T06:40:00+00:00,CNS,2023-12-08T09:05:00+00:00,966,
2023-12-08,scheduled,OOL,2023-12-08T07:05:00+00:00,SYD,2023-12-08T09:40:00+00:00,5403,
2023-12-08,scheduled,OOL,2023-12-08T07:05:00+00:00,SYD,2023-12-08T09:40:00+00:00,403,
2023-12-08,scheduled,HAN,2023-12-08T03:10:00+00:00,CCU,2023-12-08T04:55:00+00:00,1632,
2023-12-08,scheduled,HAN,2023-12-08T04:05:00+00:00,DEL,2023-12-08T07:20:00+00:00,9575,
2023-12-08,scheduled,HAN,2023-12-08T03:45:00+00:00,ICN,2023-12-08T09:55:00+00:00,390,
2023-12-08,scheduled,KEP,2023-12-08T02:30:00+00:00,KTM,2023-12-08T03:10:00+00:00,436,
2023-12-08,scheduled,SGN,2023-12-08T03:05:00+00:00,KHI,2023-12-08T06:40:00+00:00,6471,
2023-12-08,scheduled,SGN,2023-12-08T02:50:00+00:00,SZX,2023-12-08T06:30:00+00:00,8018,
2023-12-08,scheduled,SGN,2023-12-08T02:50:00+00:00,DOH,2023-12-08T06:35:00+00:00,8969,
2023-12-08,scheduled,SGN,2023-12-08T02:40:00+00:00,CCU,2023-12-08T04:40:00+00:00,1642,
2023-12-08,scheduled,ZQN,2023-12-08T09:25:00+00:00,AKL,2023-12-08T11:15:00+00:00,4708,
2023-12-08,scheduled,ZQN,2023-12-08T09:25:00+00:00,AKL,2023-12-08T11:15:00+00:00,8452,
2023-12-08,scheduled,ZQN,2023-12-08T09:25:00+00:00,AKL,2023-12-08T11:15:00+00:00,614,
2023-12-08,scheduled,AKL,2023-12-08T08:15:00+00:00,ZQN,2023-12-08T10:05:00+00:00,4985,
2023-12-08,scheduled,AKL,2023-12-08T08:15:00+00:00,ZQN,2023-12-08T10:05:00+00:00,7565,
2023-12-08,scheduled,AKL,2023-12-08T08:15:00+00:00,ZQN,2023-12-08T10:05:00+00:00,5685,
2023-12-08,scheduled,AKL,2023-12-08T08:15:00+00:00,ZQN,2023-12-08T10:05:00+00:00,9033,
2023-12-08,scheduled,MEL,2023-12-08T07:00:00+00:00,SIN,2023-12-08T11:40:00+00:00,9203,
2023-12-08,scheduled,OAG,2023-12-08T06:35:00+00:00,SYD,2023-12-08T07:35:00+00:00,7361,
2023-12-08,scheduled,MEL,2023-12-08T07:05:00+00:00,CBR,2023-12-08T08:10:00+00:00,5499,
2023-12-08,scheduled,MEL,2023-12-08T07:10:00+00:00,BNE,2023-12-08T08:20:00+00:00,309,
2023-12-08,scheduled,MEL,2023-12-08T07:10:00+00:00,DPS,2023-12-08T10:15:00+00:00,31,
2023-12-08,scheduled,MEL,2023-12-08T07:10:00+00:00,ADL,2023-12-08T08:00:00+00:00,211,
2023-12-08,scheduled,MEL,2023-12-08T07:15:00+00:00,SYD,2023-12-08T08:40:00+00:00,813,
2023-12-08,scheduled,MEL,2023-12-08T07:15:00+00:00,PER,2023-12-08T08:30:00+00:00,677,
2023-12-08,scheduled,MEL,2023-12-08T07:30:00+00:00,SYD,2023-12-08T08:55:00+00:00,815,
2023-12-08,scheduled,MEL,2023-12-08T07:30:00+00:00,SYD,2023-12-08T08:55:00+00:00,414,
2023-12-08,cancelled,MEL,2023-12-08T07:45:00+00:00,DPS,2023-12-08T11:00:00+00:00,178,
2023-12-08,scheduled,MEL,2023-12-08T07:45:00+00:00,SYD,2023-12-08T09:10:00+00:00,817,
2023-12-08,scheduled,MEL,2023-12-08T07:50:00+00:00,PER,2023-12-08T08:55:00+00:00,767,
2023-12-08,scheduled,MEL,2023-12-08T07:55:00+00:00,HAN,2023-12-08T15:30:00+00:00,83,
2023-12-08,scheduled,ROK,2023-12-08T06:45:00+00:00,BNE,2023-12-08T08:05:00+00:00,5097,
2023-12-08,scheduled,ROK,2023-12-08T06:45:00+00:00,BNE,2023-12-08T08:05:00+00:00,7267,
2023-12-08,scheduled,ROK,2023-12-08T06:45:00+00:00,BNE,2023-12-08T08:05:00+00:00,2369,
2023-12-08,scheduled,ROK,2023-12-08T06:50:00+00:00,BNE,2023-12-08T08:00:00+00:00,6442,
2023-12-08,scheduled,ROK,2023-12-08T06:50:00+00:00,BNE,2023-12-08T08:00:00+00:00,4249,
2023-12-08,scheduled,ROK,2023-12-08T06:50:00+00:00,BNE,2023-12-08T08:00:00+00:00,1230,
2023-12-08,scheduled,ROK,2023-12-08T06:50:00+00:00,BNE,2023-12-08T08:00:00+00:00,7229,
2023-12-08,scheduled,ROK,2023-12-08T06:50:00+00:00,BNE,2023-12-08T08:00:00+00:00,6488,
2023-12-08,scheduled,ROK,2023-12-08T06:50:00+00:00,BNE,2023-12-08T08:00:00+00:00,6547,
2023-12-08,scheduled,MAA,2023-12-08T01:40:00+00:00,SIN,2023-12-08T08:40:00+00:00,688,
2023-12-08,scheduled,MAA,2023-12-08T01:50:00+00:00,FRA,2023-12-08T07:45:00+00:00,9583,
2023-12-08,scheduled,MAA,2023-12-08T01:50:00+00:00,FRA,2023-12-08T07:45:00+00:00,8759,
2023-12-08,scheduled,MAA,2023-12-08T01:50:00+00:00,FRA,2023-12-08T07:45:00+00:00,3393,
2023-12-08,scheduled,MAA,2023-12-08T01:50:00+00:00,FRA,2023-12-08T07:45:00+00:00,759,
2023-12-08,scheduled,MAA,2023-12-08T02:30:00+00:00,ADD,2023-12-08T06:10:00+00:00,7979,
2023-12-08,scheduled,MAA,2023-12-08T02:30:00+00:00,ADD,2023-12-08T06:10:00+00:00,693,
2023-12-08,scheduled,MAA,2023-12-08T02:30:00+00:00,DEL,2023-12-08T05:20:00+00:00,8480,
2023-12-08,scheduled,MAA,2023-12-08T02:30:00+00:00,DEL,2023-12-08T05:20:00+00:00,6708,
2023-12-08,scheduled,MAA,2023-12-08T02:35:00+00:00,NNG,2023-12-08T05:45:00+00:00,9142,
2023-12-08,scheduled,BWU,2023-12-08T06:30:00+00:00,DBO,2023-12-08T07:35:00+00:00,,
2023-12-08,scheduled,TAS,2023-12-08T02:00:00+00:00,KWI,2023-12-08T03:55:00+00:00,650,
2023-12-08,scheduled,TAS,2023-12-08T02:00:00+00:00,DOH,2023-12-08T06:30:00+00:00,731,
2023-12-08,scheduled,TAS,2023-12-08T01:40:00+00:00,URC,2023-12-08T07:10:00+00:00,6030,
2023-12-08,scheduled,TAS,2023-12-08T01:35:00+00:00,KZN,2023-12-08T02:55:00+00:00,1512,
2023-12-08,scheduled,WRE,2023-12-08T09:40:00+00:00,AKL,2023-12-08T10:20:00+00:00,8221,
2023-12-08,scheduled,KTM,2023-12-08T02:25:00+00:00,BIR,2023-12-08T02:50:00+00:00,735,
2023-12-08,scheduled,DEL,2023-12-08T02:30:00+00:00,ALA,2023-12-08T06:30:00+00:00,4650,
2023-12-08,scheduled,DEL,2023-12-08T02:30:00+00:00,MAA,2023-12-08T05:20:00+00:00,9163,
2023-12-08,scheduled,DEL,2023-12-08T02:30:00+00:00,MAA,2023-12-08T05:20:00+00:00,8365,
2023-12-08,scheduled,DEL,2023-12-08T02:30:00+00:00,MAA,2023-12-08T05:20:00+00:00,2461,
2023-12-08,scheduled,DEL,2023-12-08T02:30:00+00:00,CCU,2023-12-08T04:35:00+00:00,9177,
2023-12-08,scheduled,YNT,2023-12-08T03:30:00+00:00,ICN,2023-12-08T05:50:00+00:00,4217,
2023-12-08,scheduled,BLR,2023-12-08T01:30:00+00:00,HKG,2023-12-08T09:35:00+00:00,624,
2023-12-08,scheduled,BLR,2023-12-08T01:15:00+00:00,AMD,2023-12-08T03:30:00+00:00,6779,
2023-12-08,scheduled,BLR,2023-12-08T01:15:00+00:00,AMD,2023-12-08T03:30:00+00:00,8389,
2023-12-08,scheduled,BLR,2023-12-08T01:00:00+00:00,DEL,2023-12-08T03:50:00+00:00,2217,
2023-12-08,scheduled,BLR,2023-12-08T01:00:00+00:00,DEL,2023-12-08T03:50:00+00:00,9569,
2023-12-08,scheduled,BLR,2023-12-08T01:00:00+00:00,DEL,2023-12-08T03:50:00+00:00,8782,
2023-12-08,scheduled,BLR,2023-12-08T01:00:00+00:00,BKK,2023-12-08T06:15:00+00:00,326,
2023-12-08,scheduled,BLR,2023-12-08T01:00:00+00:00,BKK,2023-12-08T06:15:00+00:00,5972,
2023-12-08,scheduled,DEL,2023-12-08T02:35:00+00:00,ORD,2023-12-08T06:30:00+00:00,127,
2023-12-08,scheduled,DEL,2023-12-08T02:30:00+00:00,CCU,2023-12-08T04:35:00+00:00,2788,
2023-12-08,scheduled,DEL,2023-12-08T02:30:00+00:00,CCU,2023-12-08T04:35:00+00:00,8346,
2023-12-08,scheduled,DEL,2023-12-08T02:35:00+00:00,RUH,2023-12-08T05:30:00+00:00,925,
2023-12-08,scheduled,NSN,2023-12-08T09:30:00+00:00,WLG,2023-12-08T10:10:00+00:00,8318,
2023-12-08,scheduled,MEL,2023-12-08T04:10:00+00:00,LST,2023-12-08T05:34:00+00:00,,
2023-12-08,scheduled,MEL,2023-12-08T00:30:00+00:00,LST,2023-12-08T01:10:00+00:00,93,
2023-12-08,scheduled,KIX,2023-12-08T00:45:00+00:00,BKK,2023-12-08T05:00:00+00:00,7341,
2023-12-08,scheduled,KIX,2023-12-08T00:45:00+00:00,BKK,2023-12-08T05:00:00+00:00,4170,
2023-12-08,scheduled,KIX,2023-12-08T00:45:00+00:00,BKK,2023-12-08T05:00:00+00:00,3345,
2023-12-08,scheduled,KIX,2023-12-08T00:35:00+00:00,PVG,2023-12-08T01:35:00+00:00,248,
2023-12-08,cancelled,VLI,2023-12-08T07:30:00+00:00,SON,2023-12-08T08:40:00+00:00,210,
2023-12-08,scheduled,SVX,2023-12-08T02:00:00+00:00,AYT,2023-12-08T05:00:00+00:00,1714,
2023-12-08,scheduled,SVX,2023-12-08T02:00:00+00:00,NOZ,2023-12-08T06:35:00+00:00,1089,
2023-12-08,scheduled,SVX,2023-12-08T01:55:00+00:00,OSS,2023-12-08T05:45:00+00:00,2903,
2023-12-08,scheduled,GMP,2023-12-08T06:00:00+00:00,CJU,2023-12-08T07:10:00+00:00,8901,
2023-12-08,scheduled,GMP,2023-12-08T06:05:00+00:00,CJU,2023-12-08T07:15:00+00:00,5153,
2023-12-08,scheduled,GMP,2023-12-08T06:05:00+00:00,CJU,2023-12-08T07:15:00+00:00,501,
2023-12-08,scheduled,WEF,2023-12-08T04:50:00+00:00,DLC,2023-12-08T05:55:00+00:00,9030,
2023-12-08,scheduled,WEF,2023-12-08T04:25:00+00:00,SZX,2023-12-08T07:35:00+00:00,7310,
2023-12-08,scheduled,MGB,2023-12-08T06:30:00+00:00,MEL,2023-12-08T08:05:00+00:00,3752,
2023-12-08,scheduled,HGH,2023-12-08T04:05:00+00:00,CSX,2023-12-08T05:55:00+00:00,7382,
2023-12-08,scheduled,HGH,2023-12-08T03:50:00+00:00,CGO,2023-12-08T05:55:00+00:00,7474,
2023-12-08,scheduled,MQL,2023-12-08T06:30:00+00:00,SYD,2023-12-08T08:45:00+00:00,1402,
2023-12-08,scheduled,KUL,2023-12-08T02:35:00+00:00,PER,2023-12-08T08:10:00+00:00,236,
2023-12-08,scheduled,SYD,2023-12-08T07:10:00+00:00,ZQN,2023-12-08T12:10:00+00:00,5025,
2023-12-08,scheduled,SYD,2023-12-08T07:10:00+00:00,ZQN,2023-12-08T12:10:00+00:00,123,
2023-12-08,scheduled,SYD,2023-12-08T07:10:00+00:00,HBA,2023-12-08T09:05:00+00:00,6464,
2023-12-08,scheduled,SYD,2023-12-08T07:10:00+00:00,HBA,2023-12-08T09:05:00+00:00,7206,
2023-12-08,scheduled,SYD,2023-12-08T07:10:00+00:00,HBA,2023-12-08T09:05:00+00:00,6662,
2023-12-08,scheduled,SYD,2023-12-08T07:10:00+00:00,HBA,2023-12-08T09:05:00+00:00,1528,
2023-12-08,scheduled,SYD,2023-12-08T07:15:00+00:00,ADL,2023-12-08T08:55:00+00:00,6456,
2023-12-08,scheduled,SYD,2023-12-08T07:15:00+00:00,ADL,2023-12-08T08:55:00+00:00,7188,
2023-12-08,scheduled,SYD,2023-12-08T07:15:00+00:00,ADL,2023-12-08T08:55:00+00:00,6876,
2023-12-08,scheduled,SYD,2023-12-08T07:15:00+00:00,ADL,2023-12-08T08:55:00+00:00,404,
2023-12-08,scheduled,SYD,2023-12-08T07:15:00+00:00,MEL,2023-12-08T08:50:00+00:00,4126,
2023-12-08,scheduled,SYD,2023-12-08T07:15:00+00:00,MEL,2023-12-08T08:50:00+00:00,6850,
2023-12-08,scheduled,SYD,2023-12-08T07:15:00+00:00,MEL,2023-12-08T08:50:00+00:00,810,
2023-12-08,cancelled,SYD,2023-12-08T07:15:00+00:00,DPS,2023-12-08T10:45:00+00:00,5338,
2023-12-08,cancelled,SYD,2023-12-08T07:15:00+00:00,DPS,2023-12-08T10:45:00+00:00,8186,
2023-12-08,cancelled,SYD,2023-12-08T07:15:00+00:00,DPS,2023-12-08T10:45:00+00:00,172,
2023-12-08,scheduled,SYD,2023-12-08T07:15:00+00:00,MRZ,2023-12-08T08:50:00+00:00,7096,
2023-12-08,scheduled,SYD,2023-12-08T07:15:00+00:00,PER,2023-12-08T09:20:00+00:00,6880,
2023-12-08,scheduled,SYD,2023-12-08T07:15:00+00:00,PER,2023-12-08T09:20:00+00:00,7228,
2023-12-08,scheduled,SYD,2023-12-08T07:15:00+00:00,PER,2023-12-08T09:20:00+00:00,6546,
2023-12-08,scheduled,SYD,2023-12-08T07:15:00+00:00,PER,2023-12-08T09:20:00+00:00,551,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,OOL,2023-12-08T07:40:00+00:00,6506,
2023-12-08,scheduled,SYD,2023-12-08T07:15:00+00:00,BNE,2023-12-08T07:45:00+00:00,314,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,OOL,2023-12-08T07:40:00+00:00,7153,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,OOL,2023-12-08T07:40:00+00:00,6714,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,OOL,2023-12-08T07:40:00+00:00,501,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,BNK,2023-12-08T08:35:00+00:00,5456,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,BNK,2023-12-08T08:35:00+00:00,456,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,BNK,2023-12-08T08:35:00+00:00,7508,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,MCY,2023-12-08T07:55:00+00:00,5786,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,AKL,2023-12-08T12:30:00+00:00,5035,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,TSV,2023-12-08T08:55:00+00:00,912,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,TSV,2023-12-08T08:55:00+00:00,5912,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,MCY,2023-12-08T07:55:00+00:00,786,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,MCY,2023-12-08T07:55:00+00:00,5679,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,AKL,2023-12-08T12:30:00+00:00,7417,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,AKL,2023-12-08T12:30:00+00:00,7881,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,AKL,2023-12-08T12:30:00+00:00,5041,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,AKL,2023-12-08T12:30:00+00:00,1402,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,AKL,2023-12-08T12:30:00+00:00,5033,
2023-12-08,scheduled,SYD,2023-12-08T07:30:00+00:00,MEL,2023-12-08T09:05:00+00:00,6765,
2023-12-08,scheduled,SYD,2023-12-08T07:30:00+00:00,BNE,2023-12-08T08:00:00+00:00,506,
2023-12-08,scheduled,SYD,2023-12-08T07:30:00+00:00,BNE,2023-12-08T08:00:00+00:00,1706,
2023-12-08,scheduled,SYD,2023-12-08T07:30:00+00:00,BNE,2023-12-08T08:00:00+00:00,7456,
2023-12-08,scheduled,SYD,2023-12-08T07:30:00+00:00,BNE,2023-12-08T08:00:00+00:00,5506,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,AKL,2023-12-08T12:30:00+00:00,141,
2023-12-08,scheduled,SYD,2023-12-08T07:20:00+00:00,AKL,2023-12-08T12:30:00+00:00,4014,
2023-12-08,scheduled,SYD,2023-12-08T07:30:00+00:00,MEL,2023-12-08T09:05:00+00:00,4128,
2023-12-08,scheduled,SYD,2023-12-08T07:30:00+00:00,MEL,2023-12-08T09:05:00+00:00,6840,
2023-12-08,scheduled,SYD,2023-12-08T07:30:00+00:00,MEL,2023-12-08T09:05:00+00:00,812,
2023-12-08,scheduled,SYD,2023-12-08T07:30:00+00:00,BNE,2023-12-08T08:00:00+00:00,2807,
2023-12-08,scheduled,SYD,2023-12-08T07:30:00+00:00,BNE,2023-12-08T08:00:00+00:00,6454,
2023-12-08,scheduled,SYD,2023-12-08T07:30:00+00:00,BNE,2023-12-08T08:00:00+00:00,4251,
2023-12-08,scheduled,SYD,2023-12-08T07:30:00+00:00,BNE,2023-12-08T08:00:00+00:00,6418,
2023-12-08,scheduled,SYD,2023-12-08T07:30:00+00:00,MEL,2023-12-08T09:05:00+00:00,7441,
2023-12-08,scheduled,SYD,2023-12-08T07:30:00+00:00,ADL,2023-12-08T09:47:00+00:00,,
2023-12-08,scheduled,SYD,2023-12-08T07:30:00+00:00,MEL,2023-12-08T09:05:00+00:00,415,
2023-12-08,scheduled,SYD,2023-12-08T07:35:00+00:00,CBR,2023-12-08T08:35:00+00:00,630,
2023-12-08,scheduled,SYD,2023-12-08T07:50:00+00:00,CNS,2023-12-08T09:55:00+00:00,1413,
2023-12-08,scheduled,SYD,2023-12-08T07:45:00+00:00,MEL,2023-12-08T09:20:00+00:00,814,
2023-12-08,scheduled,BWU,2023-12-08T06:30:00+00:00,OAG,2023-12-08T07:10:00+00:00,,
2023-12-08,scheduled,OAG,2023-12-08T07:25:00+00:00,PKE,2023-12-08T07:45:00+00:00,,
2023-12-08,scheduled,HGH,2023-12-08T05:00:00+00:00,SZX,2023-12-08T07:25:00+00:00,7338,
2023-12-08,scheduled,HGH,2023-12-08T05:00:00+00:00,ICN,2023-12-08T08:20:00+00:00,1030,
2023-12-08,scheduled,HGH,2023-12-08T04:55:00+00:00,SWA,2023-12-08T07:00:00+00:00,7372,
2023-12-08,scheduled,HGH,2023-12-08T04:55:00+00:00,SWA,2023-12-08T06:55:00+00:00,8708,
2023-12-08,scheduled,HGH,2023-12-08T04:25:00+00:00,SZX,2023-12-08T06:20:00+00:00,7306,
2023-12-08,scheduled,HGH,2023-12-08T04:15:00+00:00,CAN,2023-12-08T06:40:00+00:00,7366,
2023-12-08,scheduled,HGH,2023-12-08T04:15:00+00:00,JJN,2023-12-08T05:55:00+00:00,6896,
2023-12-08,scheduled,HGH,2023-12-08T04:10:00+00:00,CKG,2023-12-08T07:05:00+00:00,7024,
2023-12-08,scheduled,HGH,2023-12-08T04:10:00+00:00,TAO,2023-12-08T05:40:00+00:00,4108,
2023-12-08,scheduled,DAC,2023-12-08T02:40:00+00:00,KWI,2023-12-08T06:00:00+00:00,284,
2023-12-08,scheduled,BHE,2023-12-08T09:45:00+00:00,AKL,2023-12-08T11:15:00+00:00,8204,
2023-12-08,scheduled,BHE,2023-12-08T09:50:00+00:00,WLG,2023-12-08T10:20:00+00:00,288,
2023-12-08,scheduled,WLG,2023-12-08T09:45:00+00:00,AKL,2023-12-08T10:50:00+00:00,416,
2023-12-08,scheduled,AKL,2023-12-08T07:45:00+00:00,BHE,2023-12-08T09:15:00+00:00,4369,
2023-12-08,scheduled,PPQ,2023-12-08T08:45:00+00:00,BHE,2023-12-08T09:20:00+00:00,411,
2023-12-08,scheduled,PCN,2023-12-08T09:15:00+00:00,WLG,2023-12-08T09:45:00+00:00,112,
2023-12-08,scheduled,WUX,2023-12-08T03:45:00+00:00,CAN,2023-12-08T05:55:00+00:00,7362,
2023-12-08,scheduled,GEA,2023-12-08T07:10:00+00:00,UVE,2023-12-08T07:50:00+00:00,305,
2023-12-08,scheduled,GEA,2023-12-08T07:10:00+00:00,TGJ,2023-12-08T08:10:00+00:00,89,
